crop,year,season,state,area,production,annual rainfall,yield
Wheat,2004,Rabi       ,Andhra Pradesh,9174.0,4605,781.8,0.387272727
Onion,2004,Whole Year ,Assam,7122.0,16786,2536.9,2.396956522
Potato,2004,Whole Year ,Assam,73104.0,589070,2536.9,7.482608696
Rice,2004,Autumn     ,Assam,436244.0,286330,2536.9,0.802173913
Rice,2004,Summer     ,Assam,311437.0,610136,2536.9,1.764347826
Rice,2004,Winter     ,Assam,1636050.0,2574284,2536.9,1.551304348
Sugarcane,2004,Whole Year ,Assam,23942.0,883925,2536.9,37.40956522
Wheat,2004,Rabi       ,Assam,63854.0,68083,2536.9,1.056956522
Bajra,2004,Kharif     ,Bihar,1200.0,1297,1147.8,1.064
Barley,2004,Rabi       ,Bihar,17346.0,18284,1147.8,1.092222222
Groundnut,2004,Kharif     ,Bihar,539.0,266,1147.8,0.496666667
Maize,2004,Kharif     ,Bihar,270973.0,443819,1147.8,1.597837838
Maize,2004,Rabi       ,Bihar,192685.0,596181,1147.8,3.198
Maize,2004,Summer     ,Bihar,153596.0,489273,1147.8,2.952368421
Onion,2004,Whole Year ,Bihar,14115.0,106528,1147.8,7.463684211
Potato,2004,Whole Year ,Bihar,138730.0,1062822,1147.8,8.02
Rice,2004,Autumn     ,Bihar,534477.0,477325,1147.8,0.788148148
Rice,2004,Summer     ,Bihar,116220.0,166198,1147.8,1.437407407
Rice,2004,Winter     ,Bihar,2489419.0,1828633,1147.8,0.647105263
Sugarcane,2004,Whole Year ,Bihar,104189.0,4111722,1147.8,36.05151515
Sunflower,2004,Kharif     ,Bihar,16555.0,23429,1147.8,1.368928571
Wheat,2004,Rabi       ,Bihar,2027643.0,3263385,1147.8,1.569473684
Bajra,2004,Kharif     ,Chhattisgarh,49.0,17,1122.8,0.422
Bajra,2004,Whole Year ,Chhattisgarh,244.0,9682,1122.8,37.77538462
Barley,2004,Rabi       ,Chhattisgarh,3959.0,3539,1122.8,0.815
Groundnut,2004,Kharif     ,Chhattisgarh,34086.0,38108,1122.8,1.20125
Maize,2004,Kharif     ,Chhattisgarh,97851.0,139927,1122.8,1.343125
Onion,2004,Whole Year ,Chhattisgarh,4472.0,27002,1122.8,6.1025
Potato,2004,Whole Year ,Chhattisgarh,10638.0,59892,1122.8,5.89625
Rice,2004,Kharif     ,Chhattisgarh,3843825.0,4586818,1122.8,1.160625
Sugarcane,2004,Whole Year ,Chhattisgarh,6770.0,16450,1122.8,2.764
Sunflower,2004,Kharif     ,Chhattisgarh,5607.0,1985,1122.8,0.404666667
Wheat,2004,Rabi       ,Chhattisgarh,99245.0,85215,1122.8,0.963125
Bajra,2004,Kharif     ,Delhi,1708.0,3117,651.9,1.82
Barley,2004,Kharif     ,Delhi,71.0,191,651.9,2.69
Maize,2004,Kharif     ,Delhi,82.0,125,651.9,1.52
Rice,2004,Kharif     ,Delhi,8431.0,28216,651.9,3.35
Sugarcane,2004,Whole Year ,Delhi,4.0,301,651.9,75.25
Wheat,2004,Rabi       ,Delhi,18695.0,80800,651.9,4.32
Bajra,2004,Kharif     ,Gujarat,770100.0,785900,719.8,1.133333333
Bajra,2004,Summer     ,Gujarat,145000.0,303100,719.8,1.923181818
Groundnut,2004,Kharif     ,Gujarat,1924500.0,1705500,719.8,0.946086957
Groundnut,2004,Summer     ,Gujarat,60500.0,106500,719.8,1.583181818
Maize,2004,Kharif     ,Gujarat,459500.0,412500,719.8,1.0375
Onion,2004,Whole Year ,Gujarat,44000.0,1221300,719.8,28.47894737
Potato,2004,Whole Year ,Gujarat,39300.0,1086400,719.8,26.09666667
Rice,2004,Kharif     ,Gujarat,665600.0,1157300,719.8,1.730666667
Rice,2004,Summer     ,Gujarat,13800.0,39200,719.8,2.68625
Sugarcane,2004,Whole Year ,Gujarat,196600.0,14558000,719.8,71.64636364
Wheat,2004,Rabi       ,Gujarat,727400.0,1805500,719.8,2.6312
Bajra,2004,Kharif     ,Haryana,565313.0,746000,484.6,1.768421053
Barley,2004,Rabi       ,Haryana,22432.0,58000,484.6,1.595
Groundnut,2004,Kharif     ,Haryana,2071.0,1500,484.6,0.58
Maize,2004,Kharif     ,Haryana,15768.0,39000,484.6,0.746875
Onion,2004,Whole Year ,Haryana,2823.0,68400,484.6,20.795
Potato,2004,Whole Year ,Haryana,10832.0,269100,484.6,23.1075
Rice,2004,Kharif     ,Haryana,1024236.0,3010000,484.6,2.832777778
Sugarcane,2004,Whole Year ,Haryana,133042.0,8230000,484.6,49.24888889
Sunflower,2004,Rabi       ,Haryana,5334.0,9200,484.6,2.694285714
Wheat,2004,Rabi       ,Haryana,2316674.0,9043000,484.6,3.774736842
Bajra,2004,Kharif     ,Madhya Pradesh,184058.0,248478,895.7,0.938125
Barley,2004,Rabi       ,Madhya Pradesh,82522.0,102327,895.7,1.428421053
Groundnut,2004,Kharif     ,Madhya Pradesh,211696.0,240698,895.7,1.151276596
Maize,2004,Kharif     ,Madhya Pradesh,873546.0,1222964,895.7,1.34125
Onion,2004,Whole Year ,Madhya Pradesh,35661.0,560306,895.7,15.03166667
Potato,2004,Whole Year ,Madhya Pradesh,47570.0,713265,895.7,14.71425532
Rice,2004,Kharif     ,Madhya Pradesh,1675513.0,1302615,895.7,0.803541667
Sugarcane,2004,Whole Year ,Madhya Pradesh,41925.0,1794420,895.7,30.82
Sunflower,2004,Kharif     ,Madhya Pradesh,1897.0,943,895.7,0.316086957
Wheat,2004,Rabi       ,Madhya Pradesh,4188248.0,7320042,895.7,1.7075
Bajra,2004,Kharif     ,Maharashtra,1528900.0,1126300,1052.0,0.622272727
Groundnut,2004,Kharif     ,Maharashtra,346600.0,358800,1052.0,0.732857143
Groundnut,2004,Summer     ,Maharashtra,69400.0,100200,1052.0,1.313870968
Maize,2004,Kharif     ,Maharashtra,353200.0,606900,1052.0,1.387777778
Maize,2004,Rabi       ,Maharashtra,65000.0,130500,1052.0,1.723478261
Maize,2004,Summer     ,Maharashtra,13400.0,20400,1052.0,1.462777778
Rice,2004,Kharif     ,Maharashtra,1488200.0,2098200,1052.0,1.022903226
Rice,2004,Summer     ,Maharashtra,20500.0,49000,1052.0,2.463
Sugarcane,2004,Whole Year ,Maharashtra,326900.0,23913700,1052.0,64.51
Sunflower,2004,Kharif     ,Maharashtra,113100.0,53600,1052.0,0.51
Sunflower,2004,Rabi       ,Maharashtra,200700.0,107800,1052.0,0.557916667
Sunflower,2004,Summer     ,Maharashtra,6900.0,5200,1052.0,0.87
Wheat,2004,Rabi       ,Maharashtra,755700.0,1016300,1052.0,1.199666667
Bajra,2004,Kharif     ,Nagaland,2680.0,4000,1711.5,1.50875
Barley,2004,Rabi       ,Nagaland,4400.0,7000,1711.5,1.58125
Groundnut,2004,Kharif     ,Nagaland,5540.0,6980,1711.5,1.26375
Maize,2004,Kharif     ,Nagaland,45400.0,81700,1711.5,1.80125
Maize,2004,Rabi       ,Nagaland,1000.0,1800,1711.5,1.905
Potato,2004,Whole Year ,Nagaland,13750.0,95000,1711.5,6.58125
Rice,2004,Kharif     ,Nagaland,153000.0,259750,1711.5,1.65625
Rice,2004,Rabi       ,Nagaland,1000.0,2000,1711.5,1.99
Sugarcane,2004,Rabi       ,Nagaland,210.0,3350,1711.5,15.95
Sugarcane,2004,Whole Year ,Nagaland,2770.0,138750,1711.5,33.995
Sunflower,2004,Kharif     ,Nagaland,450.0,330,1711.5,0.77
Sunflower,2004,Rabi       ,Nagaland,150.0,240,1711.5,1.4
Wheat,2004,Rabi       ,Nagaland,8200.0,13000,1711.5,1.49125
Bajra,2004,Kharif     ,Punjab,7000.0,7000,366.4,1.0
Barley,2004,Rabi       ,Punjab,22000.0,74000,366.4,3.32
Groundnut,2004,Kharif     ,Punjab,4300.0,3600,366.4,0.82
Maize,2004,Kharif     ,Punjab,154000.0,422000,366.4,2.883636364
Rice,2004,Kharif     ,Punjab,2800000.0,10437000,366.4,3.788823529
Sugarcane,2004,Whole Year ,Punjab,86000.0,5170000,366.4,60.966
Wheat,2004,Rabi       ,Punjab,3482000.0,14698000,366.4,4.178823529
Groundnut,2004,Kharif     ,Tripura,442.0,459,2706.3,1.005
Groundnut,2004,Rabi       ,Tripura,197.0,210,2706.3,1.1575
Maize,2004,Kharif     ,Tripura,2790.0,2967,2706.3,1.0525
Rice,2004,Kharif     ,Tripura,256076.0,602221,2706.3,2.24
Sugarcane,2004,Whole Year ,Tripura,1030.0,50413,2706.3,48.8525
Wheat,2004,Rabi       ,Tripura,944.0,1942,2706.3,2.0525
Barley,2004,Rabi       ,Uttarakhand,24180.0,33514,1219.6,1.441538462
Groundnut,2004,Kharif     ,Uttarakhand,1624.0,2005,1219.6,1.184
Maize,2004,Kharif     ,Uttarakhand,29501.0,44967,1219.6,1.438461538
Maize,2004,Summer     ,Uttarakhand,74.0,147,1219.6,1.96
Onion,2004,Whole Year ,Uttarakhand,2045.0,17694,1219.6,9.187692308
Potato,2004,Whole Year ,Uttarakhand,14104.0,180857,1219.6,13.04461538
Rice,2004,Kharif     ,Uttarakhand,281464.0,537876,1219.6,1.592307692
Rice,2004,Summer     ,Uttarakhand,7511.0,22367,1219.6,2.975
Sugarcane,2004,Whole Year ,Uttarakhand,106267.0,6358655,1219.6,58.47166667
Sunflower,2004,Kharif     ,Uttarakhand,206.0,246,1219.6,1.05
Wheat,2004,Rabi       ,Uttarakhand,387103.0,799221,1219.6,1.776923077
Barley,2004,Rabi       ,Jharkhand,2962.57,1801,1149.2,0.61
Maize,2004,Autumn     ,Jharkhand,92036.15,133582,1149.2,1.367727273
Onion,2004,Rabi       ,Jharkhand,1360.19,9804,1149.2,8.532
Potato,2004,Rabi       ,Jharkhand,8320.97,63812,1149.2,7.845
Potato,2004,Winter     ,Jharkhand,10356.41,75518,1149.2,7.2175
Rice,2004,Autumn     ,Jharkhand,153608.9,105328,1149.2,0.714
Rice,2004,Winter     ,Jharkhand,980642.41,901045,1149.2,0.85
Sugarcane,2004,Whole Year ,Jharkhand,542.97,13958,1149.2,25.71
Wheat,2004,Rabi       ,Jharkhand,57905.58,72740,1149.2,1.257727273
Bajra,2004,Kharif     ,West Bengal,129.0,45,1612.9,0.44
Barley,2004,Rabi       ,West Bengal,2421.0,4047,1612.9,1.574285714
Groundnut,2004,Whole Year ,West Bengal,46467.0,71469,1612.9,1.383333333
Maize,2004,Kharif     ,West Bengal,64629.0,190546,1612.9,2.584375
Potato,2004,Whole Year ,West Bengal,320552.0,7106581,1612.9,21.12944444
Rice,2004,Autumn     ,West Bengal,320822.0,653044,1612.9,2.037222222
Rice,2004,Summer     ,West Bengal,1376387.0,4257111,1612.9,2.857777778
Rice,2004,Winter     ,West Bengal,4086404.0,9974734,1612.9,2.336111111
Sugarcane,2004,Whole Year ,West Bengal,15647.0,1033235,1612.9,64.3
Sunflower,2004,Kharif     ,West Bengal,8541.0,11211,1612.9,1.073333333
Wheat,2004,Rabi       ,West Bengal,400093.0,841471,1612.9,2.104444444
Bajra,2005,Kharif     ,Bihar,4338.0,4591,907.8,1.044615385
Barley,2005,Rabi       ,Bihar,16001.0,16563,907.8,0.989473684
Groundnut,2005,Kharif     ,Bihar,911.0,450,907.8,0.495
Maize,2005,Kharif     ,Bihar,276983.0,456105,907.8,1.619210526
Maize,2005,Rabi       ,Bihar,212073.0,637203,907.8,2.773611111
Maize,2005,Summer     ,Bihar,175218.0,426534,907.8,2.363611111
Onion,2005,Whole Year ,Bihar,18401.0,160656,907.8,8.135263158
Potato,2005,Whole Year ,Bihar,140539.0,1225728,907.8,8.786842105
Rice,2005,Autumn     ,Bihar,533233.0,503448,907.8,0.962666667
Rice,2005,Summer     ,Bihar,113251.0,182827,907.8,1.304583333
Rice,2005,Winter     ,Bihar,2604752.0,3023010,907.8,1.035263158
Sugarcane,2005,Whole Year ,Bihar,101243.0,4240463,907.8,36.43151515
Sunflower,2005,Kharif     ,Bihar,22713.0,30541,907.8,1.321481481
Wheat,2005,Rabi       ,Bihar,2001771.0,2821120,907.8,1.349736842
Bajra,2005,Kharif     ,Chhattisgarh,81.0,31,1292.7,0.58
Bajra,2005,Whole Year ,Chhattisgarh,493.0,19037,1292.7,37.39071429
Barley,2005,Rabi       ,Chhattisgarh,3604.0,2981,1292.7,0.877142857
Groundnut,2005,Kharif     ,Chhattisgarh,32816.0,35525,1292.7,1.158666667
Maize,2005,Kharif     ,Chhattisgarh,101587.0,109598,1292.7,1.088125
Onion,2005,Whole Year ,Chhattisgarh,4534.0,25491,1292.7,5.413333333
Potato,2005,Whole Year ,Chhattisgarh,10614.0,48548,1292.7,4.965
Rice,2005,Kharif     ,Chhattisgarh,3854352.0,5267537,1292.7,1.30375
Sugarcane,2005,Whole Year ,Chhattisgarh,7422.0,18562,1292.7,2.86125
Sunflower,2005,Kharif     ,Chhattisgarh,7795.0,2857,1292.7,0.390666667
Wheat,2005,Rabi       ,Chhattisgarh,97074.0,85191,1292.7,1.0125
Bajra,2005,Kharif     ,Delhi,1690.0,3031,653.1,1.79
Barley,2005,Kharif     ,Delhi,70.0,183,653.1,2.61
Maize,2005,Kharif     ,Delhi,79.0,144,653.1,1.82
Potato,2005,Whole Year ,Delhi,53.0,841,653.1,15.87
Rice,2005,Kharif     ,Delhi,7506.0,21092,653.1,2.81
Sugarcane,2005,Whole Year ,Delhi,4.0,225,653.1,56.25
Wheat,2005,Rabi       ,Delhi,18279.0,79404,653.1,4.34
Bajra,2005,Kharif     ,Gujarat,781600.0,831300,942.4,1.167142857
Bajra,2005,Summer     ,Gujarat,164400.0,374500,942.4,2.33
Groundnut,2005,Kharif     ,Gujarat,1851900.0,3204900,942.4,1.673181818
Groundnut,2005,Summer     ,Gujarat,90100.0,153200,942.4,1.609090909
Maize,2005,Kharif     ,Gujarat,456900.0,722400,942.4,1.618125
Onion,2005,Whole Year ,Gujarat,73300.0,2057500,942.4,29.175
Potato,2005,Whole Year ,Gujarat,44600.0,1238300,942.4,26.46181818
Rice,2005,Kharif     ,Gujarat,648300.0,1209300,942.4,1.843125
Rice,2005,Summer     ,Gujarat,24600.0,74300,942.4,3.054444444
Sugarcane,2005,Whole Year ,Gujarat,213200.0,17786000,942.4,75.31714286
Wheat,2005,Rabi       ,Gujarat,858800.0,2319200,942.4,2.5792
Bajra,2005,Kharif     ,Haryana,631660.0,706000,516.9,1.3835
Barley,2005,Rabi       ,Haryana,28234.0,79000,516.9,2.0885
Groundnut,2005,Kharif     ,Haryana,3784.0,2900,516.9,0.534615385
Maize,2005,Kharif     ,Haryana,17469.0,36000,516.9,0.4965
Onion,2005,Whole Year ,Haryana,4044.0,92700,516.9,18.03076923
Potato,2005,Whole Year ,Haryana,12597.0,312500,516.9,21.80066667
Rice,2005,Kharif     ,Haryana,1046588.0,3194000,516.9,2.940526316
Sugarcane,2005,Whole Year ,Haryana,129223.0,8310000,516.9,49.81526316
Sunflower,2005,Rabi       ,Haryana,14504.0,25000,516.9,1.334
Wheat,2005,Rabi       ,Haryana,2302682.0,8502000,516.9,3.6065
Bajra,2005,Kharif     ,Himachal Pradesh,304.0,144,1248.1,0.4875
Barley,2005,Rabi       ,Himachal Pradesh,25235.0,29361,1248.1,1.133636364
Groundnut,2005,Kharif     ,Himachal Pradesh,63.0,34,1248.1,0.6475
Maize,2005,Kharif     ,Himachal Pradesh,295351.0,543061,1248.1,1.913333333
Onion,2005,Rabi       ,Himachal Pradesh,829.0,4045,1248.1,4.994
Potato,2005,Whole Year ,Himachal Pradesh,14012.0,95900,1248.1,6.635833333
Rice,2005,Kharif     ,Himachal Pradesh,79366.0,112139,1248.1,1.396363636
Sugarcane,2005,Whole Year ,Himachal Pradesh,2589.0,25094,1248.1,6.542857143
Wheat,2005,Rabi       ,Himachal Pradesh,358453.0,365885,1248.1,1.075833333
Bajra,2005,Kharif     ,Madhya Pradesh,182506.0,271934,1032.7,0.988285714
Barley,2005,Rabi       ,Madhya Pradesh,79165.0,98560,1032.7,1.535263158
Groundnut,2005,Kharif     ,Madhya Pradesh,204793.0,226296,1032.7,1.007659574
Maize,2005,Kharif     ,Madhya Pradesh,852591.0,1240520,1032.7,1.380638298
Onion,2005,Whole Year ,Madhya Pradesh,37656.0,575949,1032.7,14.14979167
Potato,2005,Whole Year ,Madhya Pradesh,45967.0,614671,1032.7,12.90382979
Rice,2005,Kharif     ,Madhya Pradesh,1700446.0,1687475,1032.7,0.881041667
Sugarcane,2005,Whole Year ,Madhya Pradesh,51620.0,2236980,1032.7,31.52155556
Sunflower,2005,Kharif     ,Madhya Pradesh,1098.0,571,1032.7,0.327368421
Wheat,2005,Rabi       ,Madhya Pradesh,3772615.0,6192368,1032.7,1.647083333
Bajra,2005,Kharif     ,Maharashtra,1433800.0,932000,1387.2,0.595454545
Groundnut,2005,Kharif     ,Maharashtra,336700.0,279800,1387.2,0.766923077
Groundnut,2005,Summer     ,Maharashtra,104600.0,159700,1387.2,1.49
Maize,2005,Kharif     ,Maharashtra,389100.0,829700,1387.2,1.67037037
Maize,2005,Rabi       ,Maharashtra,70900.0,145400,1387.2,2.137307692
Maize,2005,Summer     ,Maharashtra,9500.0,13700,1387.2,1.239473684
Rice,2005,Kharif     ,Maharashtra,1473700.0,2596800,1387.2,1.215666667
Rice,2005,Summer     ,Maharashtra,38800.0,72200,1387.2,2.007
Sugarcane,2005,Whole Year ,Maharashtra,500700.0,38813700,1387.2,66.29923077
Sunflower,2005,Kharif     ,Maharashtra,109400.0,58200,1387.2,0.547391304
Sunflower,2005,Rabi       ,Maharashtra,230700.0,137100,1387.2,0.569583333
Sunflower,2005,Summer     ,Maharashtra,13500.0,11300,1387.2,0.920952381
Wheat,2005,Rabi       ,Maharashtra,932800.0,1300700,1387.2,1.329333333
Groundnut,2005,Kharif     ,Mizoram,10.0,8,2075.4,0.833333333
Maize,2005,Kharif     ,Mizoram,10810.0,20720,2075.4,1.99875
Maize,2005,Rabi       ,Mizoram,932.0,1983,2075.4,2.625
Potato,2005,Whole Year ,Mizoram,953.0,3891,2075.4,5.05125
Rice,2005,Whole Year ,Mizoram,56460.0,107740,2075.4,1.9425
Sugarcane,2005,Whole Year ,Mizoram,1383.0,45953,2075.4,18.325
Bajra,2005,Kharif     ,Nagaland,3050.0,3130,1568.6,1.03375
Groundnut,2005,Kharif     ,Nagaland,340.0,320,1568.6,0.97
Maize,2005,Kharif     ,Nagaland,50000.0,90000,1568.6,1.8025
Maize,2005,Rabi       ,Nagaland,1600.0,2880,1568.6,1.985
Rice,2005,Kharif     ,Nagaland,155500.0,261300,1568.6,1.6425
Rice,2005,Rabi       ,Nagaland,900.0,1800,1568.6,2.06
Sugarcane,2005,Rabi       ,Nagaland,270.0,3380,1568.6,12.52
Sugarcane,2005,Whole Year ,Nagaland,4150.0,207500,1568.6,37.27
Sunflower,2005,Kharif     ,Nagaland,500.0,350,1568.6,0.73
Sunflower,2005,Rabi       ,Nagaland,300.0,300,1568.6,1.0
Wheat,2005,Rabi       ,Nagaland,1200.0,1920,1568.6,1.66125
Bajra,2005,Kharif     ,Punjab,5000.0,5000,566.7,1.0
Barley,2005,Rabi       ,Punjab,19000.0,63000,566.7,3.23125
Groundnut,2005,Kharif     ,Punjab,3400.0,3000,566.7,0.978571429
Maize,2005,Kharif     ,Punjab,148000.0,403000,566.7,2.827
Rice,2005,Kharif     ,Punjab,2642000.0,10193000,566.7,3.820588235
Sugarcane,2005,Whole Year ,Punjab,85000.0,5241000,566.7,64.525
Wheat,2005,Rabi       ,Punjab,3468000.0,14493000,566.7,4.145294118
Groundnut,2005,Kharif     ,Tripura,616.0,665,1765.9,1.1475
Groundnut,2005,Rabi       ,Tripura,290.0,272,1765.9,0.945
Maize,2005,Kharif     ,Tripura,2150.0,2100,1765.9,0.9825
Rice,2005,Kharif     ,Tripura,253067.0,602947,1765.9,2.305
Sugarcane,2005,Whole Year ,Tripura,874.0,43334,1765.9,48.79
Wheat,2005,Rabi       ,Tripura,1750.0,3184,1765.9,1.8325
Barley,2005,Rabi       ,Uttarakhand,23420.0,16754,1353.3,0.845384615
Groundnut,2005,Kharif     ,Uttarakhand,1692.0,1645,1353.3,0.973333333
Maize,2005,Kharif     ,Uttarakhand,31372.0,39735,1353.3,1.142307692
Maize,2005,Summer     ,Uttarakhand,89.0,182,1353.3,1.9875
Onion,2005,Whole Year ,Uttarakhand,1996.0,26694,1353.3,12.83076923
Potato,2005,Whole Year ,Uttarakhand,15736.0,243492,1353.3,15.04615385
Rice,2005,Kharif     ,Uttarakhand,275459.0,526520,1353.3,1.62
Rice,2005,Summer     ,Uttarakhand,8971.0,42646,1353.3,3.89
Sugarcane,2005,Whole Year ,Uttarakhand,107748.0,6635715,1353.3,61.53333333
Sunflower,2005,Kharif     ,Uttarakhand,119.0,142,1353.3,1.05
Wheat,2005,Rabi       ,Uttarakhand,379237.0,642216,1353.3,1.353076923
Maize,2005,Autumn     ,Jharkhand,74754.36,77410,965.2,1.040909091
Onion,2005,Rabi       ,Jharkhand,1724.12,18805,965.2,11.6
Potato,2005,Rabi       ,Jharkhand,13345.34,108900,965.2,7.759333333
Potato,2005,Winter     ,Jharkhand,16504.2,113257,965.2,7.148333333
Rice,2005,Autumn     ,Jharkhand,149362.86,77860,965.2,0.557857143
Rice,2005,Winter     ,Jharkhand,954735.25,536165,965.2,0.531363636
Sugarcane,2005,Whole Year ,Jharkhand,130.68,538,965.2,4.12
Wheat,2005,Rabi       ,Jharkhand,50326.23,51263,965.2,1.023636364
Bajra,2006,Kharif     ,Bihar,4106.0,4417,1052.8,1.049
Barley,2006,Rabi       ,Bihar,18663.0,19921,1052.8,1.116666667
Maize,2006,Kharif     ,Bihar,259494.0,397591,1052.8,1.558918919
Maize,2006,Rabi       ,Bihar,206084.0,744274,1052.8,3.231944444
Maize,2006,Summer     ,Bihar,175637.0,614084,1052.8,3.389444444
Rice,2006,Autumn     ,Bihar,517983.0,530242,1052.8,0.962413793
Rice,2006,Summer     ,Bihar,109436.0,163989,1052.8,1.45173913
Rice,2006,Winter     ,Bihar,2736591.0,4333716,1052.8,1.482702703
Sunflower,2006,Rabi       ,Bihar,22828.0,30506,1052.8,1.361538462
Wheat,2006,Rabi       ,Bihar,2076727.0,4155541,1052.8,1.924324324
Bajra,2006,Kharif     ,Chhattisgarh,71.0,34,1317.2,0.66
Bajra,2006,Whole Year ,Chhattisgarh,307.0,12394,1317.2,33.11285714
Barley,2006,Rabi       ,Chhattisgarh,3485.0,2842,1317.2,0.788571429
Groundnut,2006,Kharif     ,Chhattisgarh,33083.0,37698,1317.2,1.545882353
Maize,2006,Kharif     ,Chhattisgarh,100145.0,123489,1317.2,1.048888889
Onion,2006,Whole Year ,Chhattisgarh,4484.0,23106,1317.2,6.496470588
Potato,2006,Kharif     ,Chhattisgarh,1781.0,7189,1317.2,6.25
Potato,2006,Rabi       ,Chhattisgarh,9513.0,37815,1317.2,4.25125
Rice,2006,Kharif     ,Chhattisgarh,3905319.0,5441525,1317.2,1.247222222
Sugarcane,2006,Whole Year ,Chhattisgarh,7991.0,20316,1317.2,2.463125
Sunflower,2006,Kharif     ,Chhattisgarh,6493.0,2724,1317.2,5.02
Wheat,2006,Rabi       ,Chhattisgarh,93213.0,93952,1317.2,1.06
Bajra,2006,Kharif     ,Delhi,1592.0,2945,462.7,1.85
Barley,2006,Kharif     ,Delhi,75.0,196,462.7,2.61
Maize,2006,Kharif     ,Delhi,67.0,122,462.7,1.82
Potato,2006,Whole Year ,Delhi,55.0,873,462.7,15.87
Rice,2006,Kharif     ,Delhi,7381.0,20815,462.7,2.82
Sugarcane,2006,Whole Year ,Delhi,4.0,301,462.7,75.25
Wheat,2006,Rabi       ,Delhi,17884.0,77885,462.7,4.36
Bajra,2006,Kharif     ,Gujarat,742300.0,528400,1056.2,0.868571429
Bajra,2006,Summer     ,Gujarat,183400.0,428500,1056.2,2.365
Groundnut,2006,Kharif     ,Gujarat,1752400.0,1675800,1056.2,1.060869565
Groundnut,2006,Summer     ,Gujarat,100100.0,174600,1056.2,1.750454545
Maize,2006,Kharif     ,Gujarat,447700.0,201700,1056.2,0.529375
Onion,2006,Whole Year ,Gujarat,43300.0,1051800,1056.2,21.8045
Potato,2006,Whole Year ,Gujarat,51700.0,1078400,1056.2,20.45727273
Rice,2006,Kharif     ,Gujarat,655600.0,1045200,1056.2,1.601875
Rice,2006,Summer     ,Gujarat,33700.0,96000,1056.2,2.855555556
Sugarcane,2006,Whole Year ,Gujarat,216100.0,16554000,1056.2,71.79642857
Wheat,2006,Rabi       ,Gujarat,1072300.0,2791500,1056.2,2.5696
Bajra,2006,Kharif     ,Haryana,618985.0,1021000,329.3,1.8815
Barley,2006,Rabi       ,Haryana,37650.0,115000,329.3,1.874
Groundnut,2006,Kharif     ,Haryana,1654.0,1300,329.3,0.521666667
Maize,2006,Kharif     ,Haryana,13412.0,30000,329.3,0.520625
Onion,2006,Whole Year ,Haryana,2543.0,49700,329.3,18.98352941
Potato,2006,Whole Year ,Haryana,12826.0,319900,329.3,21.90714286
Rice,2006,Kharif     ,Haryana,1042036.0,3371000,329.3,2.8545
Sugarcane,2006,Whole Year ,Haryana,140563.0,9651000,329.3,56.0355
Sunflower,2006,Rabi       ,Haryana,7000.0,12200,329.3,1.705
Wheat,2006,Rabi       ,Haryana,2377067.0,10059000,329.3,4.062
Bajra,2006,Kharif     ,Himachal Pradesh,360.0,181,1207.0,0.484
Barley,2006,Rabi       ,Himachal Pradesh,24098.0,33865,1207.0,1.398181818
Groundnut,2006,Kharif     ,Himachal Pradesh,105.0,80,1207.0,0.905
Maize,2006,Kharif     ,Himachal Pradesh,299037.0,695376,1207.0,2.363333333
Onion,2006,Rabi       ,Himachal Pradesh,893.0,7617,1207.0,8.546
Potato,2006,Whole Year ,Himachal Pradesh,12687.0,126701,1207.0,10.05416667
Rice,2006,Kharif     ,Himachal Pradesh,79206.0,123485,1207.0,1.750909091
Sugarcane,2006,Whole Year ,Himachal Pradesh,3019.0,59184,1207.0,13.465
Wheat,2006,Rabi       ,Himachal Pradesh,362245.0,596493,1207.0,1.6375
Bajra,2006,Kharif     ,Madhya Pradesh,183115.0,251783,1072.3,1.054545455
Groundnut,2006,Kharif     ,Madhya Pradesh,197231.0,187172,1072.3,0.862708333
Maize,2006,Kharif     ,Madhya Pradesh,879420.0,846002,1072.3,0.903617021
Onion,2006,Whole Year ,Madhya Pradesh,37825.0,629635,1072.3,14.81125
Potato,2006,Whole Year ,Madhya Pradesh,48540.0,648203,1072.3,12.9512766
Rice,2006,Kharif     ,Madhya Pradesh,1674013.0,1389269,1072.3,0.856666667
Sugarcane,2006,Whole Year ,Madhya Pradesh,61085.0,2692260,1072.3,31.35595745
Sunflower,2006,Kharif     ,Madhya Pradesh,848.0,368,1072.3,0.31
Wheat,2006,Rabi       ,Madhya Pradesh,4262382.0,7840446,1072.3,1.73125
Bajra,2006,Kharif     ,Maharashtra,1452200.0,1058600,1439.4,0.633333333
Groundnut,2006,Kharif     ,Maharashtra,341600.0,254100,1439.4,0.735185185
Groundnut,2006,Summer     ,Maharashtra,108100.0,149700,1439.4,1.453870968
Maize,2006,Kharif     ,Maharashtra,475000.0,947800,1439.4,1.599642857
Maize,2006,Rabi       ,Maharashtra,86000.0,176900,1439.4,2.1984
Maize,2006,Summer     ,Maharashtra,19200.0,25300,1439.4,1.184761905
Rice,2006,Kharif     ,Maharashtra,1491300.0,2488600,1439.4,1.166333333
Rice,2006,Summer     ,Maharashtra,38000.0,81100,1439.4,2.176
Sugarcane,2006,Whole Year ,Maharashtra,848800.0,66277400,1439.4,70.67444444
Sunflower,2006,Kharif     ,Maharashtra,121400.0,64200,1439.4,0.583478261
Sunflower,2006,Rabi       ,Maharashtra,224200.0,121500,1439.4,0.544
Sunflower,2006,Summer     ,Maharashtra,14400.0,12100,1439.4,0.878095238
